0.472742	-0.0205903	578.615	-0.119319	0.0174519
0.98874	-0.017582	568.674	-0.101022	0.0175689
1.50496	-0.0163044	564.449	-0.0856201	0.0176685
2.0214	-0.014465	558.469	-0.0725209	0.0177536
2.53805	-0.013044	553.88	-0.0614269	0.0178266
3.05491	-0.0116974	549.567	-0.0520238	0.0178896
3.57198	-0.0105026	545.766	-0.044053	0.0179444
4.08926	-0.00939485	542.264	-0.0372941	0.0179926
4.60674	-0.0084524	539.298	-0.0315716	0.0180352
5.12441	-0.00759696	536.619	-0.0267212	0.0180736
5.64228	-0.00684945	534.286	-0.0226119	0.0181085
6.16035	-0.00620626	532.284	-0.0191315	0.0181407
6.6786	-0.00563545	530.511	-0.0161816	0.018171
7.19704	-0.00516454	529.048	-0.0136851	0.0181998
7.71565	-0.00477227	527.829	-0.011572	0.0182276
8.23445	-0.00444597	526.813	-0.00978244	0.0182549
8.75342	-0.00417738	525.974	-0.00826546	0.0182819
9.27257	-0.0039397	525.229	-0.00697848	0.0183089
9.79188	-0.00380317	524.791	-0.00589429	0.0183363
10.3114	-0.00367583	524.381	-0.00497289	0.0183641
10.831	-0.0036	524.126	-0.00419356	0.0183926
11.3508	-0.00358042	524.04	-0.00353712	0.0184219
11.8707	-0.00358391	524.023	-0.00298065	0.0184521
12.3908	-0.00360206	524.05	-0.00250811	0.0184834
12.9111	-0.00366086	524.198	-0.0021098	0.0185158
13.4315	-0.00372097	524.349	-0.00177048	0.0185493
13.952	-0.00380171	524.562	-0.00148414	0.0185842
14.4727	-0.00392973	524.916	-0.00124582	0.0186203
14.9935	-0.00403104	525.189	-0.00104023	0.0186578
15.5144	-0.00416222	525.551	-0.000867397	0.0186967
16.0355	-0.00428774	525.895	-0.00072106	0.0187369
16.5567	-0.00445222	526.355	-0.000600992	0.0187787
17.078	-0.00458701	526.725	-0.000496017	0.0188218
17.5994	-0.00473166	527.123	-0.000407586	0.0188665
18.121	-0.0048868	527.553	-0.000334379	0.0189126
18.6426	-0.00502995	527.944	-0.000271527	0.0189602
19.1644	-0.00518039	528.357	-0.000219449	0.0190094
19.6863	-0.00532635	528.755	-0.000175433	0.01906
20.2082	-0.0054616	529.12	-0.000137066	0.0191121
20.7303	-0.00559283	529.471	-0.000104559	0.0191658
21.2524	-0.00572883	529.835	-7.84263e-005	0.019221
21.7747	-0.00586091	530.186	-5.65385e-005	0.0192777
22.297	-0.00598231	530.503	-3.72347e-005	0.0193358
22.8194	-0.00610404	530.821	-2.16369e-005	0.0193955
23.3419	-0.0062263	531.138	-9.7795e-006	0.0194568
23.8644	-0.00634642	531.448	1.43628e-007	0.0195195
24.3871	-0.00643733	531.667	1.1248e-005	0.0195837
24.9098	-0.00654544	531.938	1.83192e-005	0.0196494
25.4325	-0.00663906	532.163	2.48418e-005	0.0197166
25.9553	-0.00672656	532.368	3.0518e-005	0.0197853
26.4782	-0.00681896	532.587	3.3981e-005	0.0198554
27.0012	-0.00689886	532.766	3.74933e-005	0.0199271
27.5242	-0.00697618	532.936	4.03217e-005	0.0200002
28.0472	-0.0070477	533.087	4.2816e-005	0.0200747
28.5703	-0.0071116	533.213	4.53009e-005	0.0201508
29.0934	-0.00717549	533.338	4.68955e-005	0.0202282
29.6166	-0.00723547	533.45	4.81344e-005	0.0203071
30.1397	-0.00729124	533.547	4.91505e-005	0.0203874
30.663	-0.00734801	533.647	4.9472e-005	0.0204692
31.1862	-0.00739788	533.724	5.01226e-005	0.0205524
31.7095	-0.00744566	533.793	5.05755e-005	0.0206369
32.2328	-0.00749401	533.862	5.04708e-005	0.0207229
32.7561	-0.00753724	533.915	5.06573e-005	0.0208103
33.2794	-0.00757738	533.957	5.09589e-005	0.020899
33.8027	-0.00761788	533.999	5.08792e-005	0.0209892
34.3261	-0.00765629	534.033	5.07391e-005	0.0210807
34.8494	-0.00769335	534.062	5.05558e-005	0.0211735
35.3727	-0.00772945	534.086	5.03111e-005	0.0212677
35.8961	-0.0077637	534.104	5.01297e-005	0.0213632
36.4194	-0.00779756	534.12	4.98641e-005	0.0214601
36.9427	-0.00783056	534.131	4.95676e-005	0.0215582
37.466	-0.00786294	534.14	4.91506e-005	0.0216577
37.9893	-0.00789705	534.152	4.8542e-005	0.0217585
38.5126	-0.00792489	534.145	4.87378e-005	0.0218605
39.0358	-0.00795439	534.141	4.86622e-005	0.0219639
39.559	-0.00798844	534.15	4.77481e-005	0.0220685
40.0822	-0.00802137	534.154	4.69685e-005	0.0221743
40.6053	-0.00805002	534.144	4.70028e-005	0.0222815
41.1284	-0.00807683	534.128	4.7401e-005	0.0223898
41.6515	-0.0081075	534.122	4.70567e-005	0.0224994
42.1745	-0.00814481	534.135	4.5634e-005	0.0226102
42.6975	-0.0081794	534.14	4.46874e-005	0.0227221
43.2204	-0.00820759	534.123	4.47819e-005	0.0228353
43.7433	-0.00823923	534.116	4.45651e-005	0.0229497
44.2661	-0.00827006	534.105	4.45094e-005	0.0230652
44.7888	-0.00829809	534.085	4.45932e-005	0.0231819
45.3115	-0.00833898	534.103	4.32093e-005	0.0232997
45.8341	-0.00836831	534.085	4.33167e-005	0.0234187
46.3567	-0.00840041	534.074	4.35522e-005	0.0235388
46.8792	-0.00843483	534.07	4.3203e-005	0.0236599
47.4016	-0.00847711	534.088	4.16202e-005	0.0237822
47.9239	-0.00851963	534.107	4.02355e-005	0.0239056
48.4461	-0.00855	534.087	4.10986e-005	0.0240301
48.9683	-0.00857671	534.055	4.20696e-005	0.0241556
49.4903	-0.00863177	534.109	3.94299e-005	0.0242821
50.0123	-0.00866254	534.087	3.94639e-005	0.0244097
50.5341	-0.00870249	534.093	3.90319e-005	0.0245384
51.0559	-0.00874094	534.094	3.83547e-005	0.024668
51.5776	-0.00878079	534.097	3.80401e-005	0.0247986
52.0991	-0.0088068	534.058	3.90756e-005	0.0249302
52.6206	-0.00885832	534.096	3.74036e-005	0.0250628
53.1419	-0.00888587	534.059	3.81911e-005	0.0251964
53.6632	-0.008932	534.079	3.75401e-005	0.0253309
54.1843	-0.00896625	534.062	3.77289e-005	0.0254663
54.7053	-0.00901715	534.094	3.58331e-005	0.0256026
55.2261	-0.00906772	534.125	3.41007e-005	0.0257399
55.7469	-0.00909906	534.097	3.53872e-005	0.025878
56.2675	-0.00913778	534.09	3.60746e-005	0.0260171
56.788	-0.00918223	534.1	3.4898e-005	0.026157
57.3083	-0.00924501	534.165	3.20919e-005	0.0262977
57.8285	-0.00926574	534.101	3.4708e-005	0.0264393
58.3486	-0.00931241	534.116	3.42457e-005	0.0265817
58.8685	-0.00937268	534.171	3.08345e-005	0.0267249
59.3883	-0.0094205	534.188	3.00624e-005	0.0268689
59.9079	-0.00943765	534.11	3.39296e-005	0.0270137
60.4274	-0.00948158	534.114	3.37376e-005	0.0271593
60.9467	-0.00954984	534.191	2.96037e-005	0.0273056
61.4659	-0.00958851	534.177	2.97061e-005	0.0274527
61.9849	-0.0096236	534.152	3.09511e-005	0.0276005
62.5037	-0.00967764	534.184	3.01606e-005	0.027749
63.0224	-0.00970584	534.136	3.1651e-005	0.0278982
63.5409	-0.00977413	534.211	2.85993e-005	0.0280481
64.0593	-0.00981867	534.212	2.81605e-005	0.0281986
64.5774	-0.00985809	534.197	2.85566e-005	0.0283498
65.0954	-0.0099261	534.27	2.55616e-005	0.0285017
65.6132	-0.00995731	534.228	2.65487e-005	0.0286542
66.1309	-0.0100106	534.254	2.63361e-005	0.0288073
66.6483	-0.0100344	534.189	2.87882e-005	0.028961
67.1656	-0.0100938	534.233	2.6711e-005	0.0291152
67.6826	-0.0101522	534.274	2.46843e-005	0.0292701
68.1995	-0.0101771	534.211	2.69996e-005	0.0294255
68.7162	-0.010243	534.273	2.49103e-005	0.0295814
69.2327	-0.0102823	534.254	2.49406e-005	0.0297379
69.749	-0.0103404	534.291	2.34826e-005	0.0298949
70.265	-0.0103861	534.291	2.33094e-005	0.0300524
70.7809	-0.01043	534.284	2.38331e-005	0.0302103
71.2966	-0.0104772	534.287	2.33272e-005	0.0303687
71.8121	-0.0105382	534.332	2.09477e-005	0.0305276
72.3273	-0.0105812	534.321	2.04673e-005	0.0306869
72.8424	-0.0106332	534.339	2.01971e-005	0.0308467
73.3572	-0.0106513	534.251	2.33599e-005	0.0310068
73.8718	-0.0107163	534.307	2.11385e-005	0.0311674
74.3862	-0.0107555	534.284	2.19021e-005	0.0313283
74.9004	-0.0107827	534.223	2.40205e-005	0.0314896
75.4144	-0.0108697	534.346	1.84676e-005	0.0316512
75.9281	-0.0109131	534.335	1.77301e-005	0.0318132
76.4416	-0.0109563	534.323	1.86771e-005	0.0319755
76.9549	-0.0110031	534.322	1.84869e-005	0.0321381
77.4679	-0.0110565	534.341	1.65259e-005	0.032301
77.9807	-0.0111173	534.382	1.42371e-005	0.0324642
