  0.00000000	  0.00000273
  2.00000000	 -0.19932806
  4.00000000	 -0.33559394
  6.00000000	  0.89548622
  8.00000000	  5.41041969
 10.00000000	 15.39343186
 12.00000000	 32.89061432
 14.00000000	 59.40522170
 16.00000000	 95.55690112
 18.00000000	140.85855131
 20.00000000	193.64740666
 22.00000000	251.18442953
 24.00000000	309.91151267
 26.00000000	365.83302296
 28.00000000	414.97020823
 30.00000000	453.82656269
 32.00000000	479.80083234
 34.00000000	491.49203208
 36.00000000	488.85637809
 38.00000000	473.19701063
 40.00000000	446.99064914
 42.00000000	413.57745850
 44.00000000	376.75824464
 46.00000000	340.35419857
 48.00000000	307.78737591
 50.00000000	281.73478706
 52.00000000	263.89647267
 54.00000000	254.90033349
 56.00000000	254.34654990
 58.00000000	260.97516422
 60.00000000	272.92456093
 62.00000000	288.03832504
 64.00000000	304.17443338
 66.00000000	319.47411845
 68.00000000	332.55707938
 70.00000000	342.62325306
 72.00000000	349.45680549
 74.00000000	353.34288486
 76.00000000	354.91979543
 78.00000000	354.99693175
 80.00000000	354.37118658
 82.00000000	353.67165529
 84.00000000	353.25511003
 86.00000000	353.16442441
 88.00000000	353.15072583
 90.00000000	352.74946705
 92.00000000	351.39246585
 94.00000000	348.53340244
 96.00000000	343.76379088
 98.00000000	336.89979238
100.00000000	328.02661596
102.00000000	317.49536749
104.00000000	305.87558156
106.00000000	293.87389409
108.00000000	282.23426512
110.00000000	271.63715721
112.00000000	262.61401005
114.00000000	255.48962106
116.00000000	250.35946438
118.00000000	247.10266134
120.00000000	245.42536498
122.00000000	244.92473843
124.00000000	245.16118295
126.00000000	245.72626471
128.00000000	246.29575864
130.00000000	246.66085703
132.00000000	246.73509703
134.00000000	246.53907196
136.00000000	246.16871149
138.00000000	245.75521921
140.00000000	245.42536116
142.00000000	245.26972878
144.00000000	245.32419915
146.00000000	245.56663992
148.00000000	245.92764219
150.00000000	246.31132815
152.00000000	246.62058961
154.00000000	246.78068930
156.00000000	246.75603643
158.00000000	246.55681699
160.00000000	246.23461623
162.00000000	245.86863082
164.00000000	245.54606898
166.00000000	245.34143627
168.00000000	245.29945349
170.00000000	245.42536061
172.00000000	245.68459389
174.00000000	246.01166670
176.00000000	246.32604231
178.00000000	246.55125606
180.00000000	246.63288398
182.00000000	246.55125606
184.00000000	246.32604231
186.00000000	246.01166670
188.00000000	245.68459389
190.00000000	245.42536061
192.00000000	245.29945349
194.00000000	245.34143627
196.00000000	245.54606898
198.00000000	245.86863082
200.00000000	246.23461623
202.00000000	246.55681699
204.00000000	246.75603643
206.00000000	246.78068930
208.00000000	246.62058961
210.00000000	246.31132815
212.00000000	245.92764219
214.00000000	245.56663992
216.00000000	245.32419915
218.00000000	245.26972878
220.00000000	245.42536116
222.00000000	245.75521921
224.00000000	246.16871149
226.00000000	246.53907196
228.00000000	246.73509703
230.00000000	246.66085703
232.00000000	246.29575864
234.00000000	245.72626471
236.00000000	245.16118295
238.00000000	244.92473843
240.00000000	245.42536498
242.00000000	247.10266134
244.00000000	250.35946438
246.00000000	255.48962106
248.00000000	262.61401005
250.00000000	271.63715721
252.00000000	282.23426512
254.00000000	293.87389409
256.00000000	305.87558156
258.00000000	317.49536749
260.00000000	328.02661596
262.00000000	336.89979238
264.00000000	343.76379088
266.00000000	348.53340244
268.00000000	351.39246585
270.00000000	352.74946705
272.00000000	353.15072583
274.00000000	353.16442441
276.00000000	353.25511003
278.00000000	353.67165529
280.00000000	354.37118658
282.00000000	354.99693175
284.00000000	354.91979543
286.00000000	353.34288486
288.00000000	349.45680549
290.00000000	342.62325306
292.00000000	332.55707938
294.00000000	319.47411845
296.00000000	304.17443338
298.00000000	288.03832504
300.00000000	272.92456093
302.00000000	260.97516422
304.00000000	254.34654990
306.00000000	254.90033349
308.00000000	263.89647267
310.00000000	281.73478706
312.00000000	307.78737591
314.00000000	340.35419857
316.00000000	376.75824464
318.00000000	413.57745850
320.00000000	446.99064914
322.00000000	473.19701063
324.00000000	488.85637809
326.00000000	491.49203208
328.00000000	479.80083234
330.00000000	453.82656269
332.00000000	414.97020823
334.00000000	365.83302296
336.00000000	309.91151267
338.00000000	251.18442953
340.00000000	193.64740666
342.00000000	140.85855131
344.00000000	 95.55690112
346.00000000	 59.40522170
348.00000000	 32.89061432
350.00000000	 15.39343186
352.00000000	  5.41041969
354.00000000	  0.89548622
356.00000000	 -0.33559394
358.00000000	 -0.19932806
360.00000000	  0.00000273
