0.472742	-0.0206373	578.594	0.139822	-0.0176297
0.98874	-0.0176288	568.657	0.116556	-0.0177417
1.50496	-0.0163508	564.436	0.0972428	-0.0178357
2.0214	-0.0145107	558.46	0.0810856	-0.0179148
2.53805	-0.0130889	553.874	0.0676128	-0.0179817
3.05491	-0.0117415	549.565	0.056372	-0.0180388
3.57198	-0.0105458	545.766	0.0469926	-0.018088
4.08926	-0.00943706	542.266	0.0391644	-0.0181309
4.60674	-0.00849365	539.302	0.0326391	-0.0181686
5.12441	-0.00763728	536.624	0.0271949	-0.0182025
5.64228	-0.00688886	534.292	0.0226546	-0.0182333
6.16035	-0.0062448	532.29	0.0188691	-0.0182619
6.6786	-0.00567316	530.518	0.0157108	-0.0182889
7.19704	-0.00520146	529.055	0.0130795	-0.0183148
7.71565	-0.00480846	527.836	0.010887	-0.0183401
8.23445	-0.00448146	526.82	0.00905915	-0.0183652
8.75342	-0.00421224	525.981	0.00753402	-0.0183903
9.27257	-0.00397395	525.236	0.0062604	-0.0184157
9.79188	-0.00383689	524.798	0.00520407	-0.0184416
10.3114	-0.00370904	524.387	0.0043204	-0.0184683
10.831	-0.00363274	524.131	0.00358464	-0.0184957
11.3508	-0.00361275	524.045	0.00297465	-0.0185242
11.8707	-0.00361586	524.028	0.00246563	-0.0185537
12.3908	-0.00363367	524.054	0.00204007	-0.0185844
12.9111	-0.00369216	524.202	0.00168707	-0.0186164
13.4315	-0.003752	524.352	0.00139088	-0.0186496
13.952	-0.00383249	524.564	0.0011449	-0.0186841
14.4727	-0.0039603	524.918	0.000943798	-0.01872
14.9935	-0.00406141	525.191	0.000772584	-0.0187574
15.5144	-0.00419242	525.552	0.000631029	-0.0187961
16.0355	-0.00431779	525.895	0.000513035	-0.0188363
16.5567	-0.00448214	526.356	0.000418334	-0.018878
17.078	-0.00461683	526.725	0.000336272	-0.0189212
17.5994	-0.00476138	527.123	0.00026829	-0.0189658
18.121	-0.00491644	527.552	0.000213208	-0.019012
18.6426	-0.00505952	527.944	0.000166478	-0.0190596
19.1644	-0.0052099	528.356	0.000128611	-0.0191087
19.6863	-0.00535581	528.754	9.71334e-005	-0.0191594
20.2082	-0.00549102	529.118	6.98572e-005	-0.0192116
20.7303	-0.00562221	529.469	4.70898e-005	-0.0192653
21.2524	-0.00575819	529.834	2.94283e-005	-0.0193204
21.7747	-0.00589024	530.185	1.49385e-005	-0.0193771
22.297	-0.00601162	530.502	2.12833e-006	-0.0194353
22.8194	-0.00613333	530.819	-7.84621e-006	-0.019495
23.3419	-0.00625557	531.137	-1.48724e-005	-0.0195562
23.8644	-0.00637567	531.447	-2.05976e-005	-0.0196189
24.3871	-0.00646657	531.666	-2.79319e-005	-0.019683
24.9098	-0.00657466	531.937	-3.18422e-005	-0.0197487
25.4325	-0.00666826	532.162	-3.56023e-005	-0.0198158
25.9553	-0.00675573	532.367	-3.88852e-005	-0.0198844
26.4782	-0.00684811	532.585	-4.03434e-005	-0.0199544
27.0012	-0.00692798	532.765	-4.20989e-005	-0.0200259
27.5242	-0.00700527	532.935	-4.34193e-005	-0.0200989
28.0472	-0.00707676	533.086	-4.4609e-005	-0.0201733
28.5703	-0.00714062	533.212	-4.59546e-005	-0.0202491
29.0934	-0.00720447	533.337	-4.65952e-005	-0.0203264
29.6166	-0.0072644	533.449	-4.70221e-005	-0.0204051
30.1397	-0.00732011	533.546	-4.73466e-005	-0.0204852
30.663	-0.00737682	533.646	-4.71029e-005	-0.0205667
31.1862	-0.00742663	533.723	-4.72545e-005	-0.0206496
31.7095	-0.00747434	533.792	-4.72884e-005	-0.0207338
32.2328	-0.00752261	533.862	-4.68504e-005	-0.0208195
32.7561	-0.00756576	533.914	-4.67419e-005	-0.0209066
33.2794	-0.00760581	533.956	-4.67882e-005	-0.020995
33.8027	-0.00764621	533.998	-4.65094e-005	-0.0210847
34.3261	-0.00768453	534.033	-4.62064e-005	-0.0211759
34.8494	-0.00772148	534.061	-4.58914e-005	-0.0212683
35.3727	-0.00775746	534.086	-4.55423e-005	-0.0213621
35.8961	-0.0077916	534.104	-4.52748e-005	-0.0214572
36.4194	-0.00782533	534.119	-4.49453e-005	-0.0215536
36.9427	-0.0078582	534.131	-4.46017e-005	-0.0216513
37.466	-0.00789045	534.139	-4.41567e-005	-0.0217503
37.9893	-0.00792442	534.152	-4.35391e-005	-0.0218506
38.5126	-0.00795211	534.144	-4.36981e-005	-0.0219522
39.0358	-0.00798145	534.141	-4.36079e-005	-0.022055
39.559	-0.00801535	534.15	-4.2725e-005	-0.022159
40.0822	-0.00804811	534.154	-4.19757e-005	-0.0222643
40.6053	-0.00807659	534.144	-4.2007e-005	-0.0223709
41.1284	-0.00810323	534.128	-4.23904e-005	-0.0224786
